label	story
0	As a library staff member, I want to make digital items held in trusted external system searchable within our system, so that I can provide seamless access to disparate collections.
0	As a faculty member, I want to direct students to an item within the repository, so that I can facilitate my teaching (i.e. desires ability to link to content).
0	As an Archivist, I want to assign a Level of description to a Resource or Resource Component and optionally specify another value if the Level is not in a predefined list.
0	As a stakeholder, I want to know who is responsible for the DMP, so that I can ask them about further details.
0	As a researcher, I want to know how many resources are needed during the project, so that I can calculate costs.
0	As a developer, I want to have the accounting to be as simple and clear as Possible.
0	As a researcher, I want to stream audio and video files in my web browser.
1	As a moderator, I want to have the "estimate" field filled in automatically if all estimators show the same card, so that I can accept it more quickly.
0	to produce an exact reprodution of the data
0	As an OlderPerson, I want to receive suggestions about local sport Classes.
1	As a Staff member, I want to Schedule a Meeting, so that I can bring the required parties together at a specific date/time to address an issue.
1	As a DigitalRecords Archivist, I want to have a method to add and remove multiple people to deposit groups in specific collections, to set a date that the deposit window closes, and to have these permissions conferred on these depositors should pick up on the collection's default permission.
0	As an OlderPerson, I want to use ALFRED to learn about art expositions or a museum.
0	As a Staff member, I want to Manage Hearing Calendars, so that I can track hearing-related activities and due dates.
0	As a Web Developer, I want to be able to install multiple versions of the same datapackage separately, so that that all my projects could be developed independently and deployed locally.
0	As a content designer, I want to demonstrate the value of user-centered content design to ensure it's an integral part of our recommendations.
0	As a user, I want to upload large files of over 1GB in size.
1	As an app developer, I want to explore a dataset instance of a type that was deployed as part of an app.
1	As an admin, I want to prefilter content using search based on low­level asset information.
0	As a data curator, I want to upload a new version of an item that has changed, while still allowing old versions to be accessed.
1	As a user, I want to be able to anonymously view public information, so that I know about recycling centers near me before creating an account.
1	As an OlderPerson, I want to use ALFRED to set up social groups of people with similar diseases.
0	As an OlderPerson, I want to play online games together with other users.
1	Personal data about characteristics of an individual that are internal i.e. cannot be seen or observed
1	Information about financial tax e.g. tax records or tax due
0	As an app developer, I want to ensure that when I deploy a new version of an app that includes an older version of a dataset type deployed by another app and I expect that the dataset instances created by this app use the dataset type code included in this app.
1	As a ReadOnly user , I want to view archival descriptions in my repository.
0	As a broker team member, I want to ensure the Broker resources, validations, and P&P pages are updated appropriately for the launch of FABS and DAIMS v1.1.
1	Information that characterizes the browser used by an individual, which in turn can be used to uniquely identify a user.
1	Specifies duration for storage of personal data
0	As a Zooniverse admin,I want to know which piece of education I should give to a volunteer.
0	As an OlderPerson, I want to receive support to use the public transport.
1	An individual's password used in the process of authenticating the individual as a user accessing a system.
1	As a collection curator, I want to create groups of users to manage permissions in the repository in an easy way.
0	As an NSF member of the team, I want to have a place where I can access all the related reports and documentation, so that I can refer to it easily now and in the future.
0	As a trainer, I want to create an Other Course or Event I am charged a listing fee for that activity, so that I don't list events I don't really intend to hold.
0	As a repository manager, I want to provide a title, in all useful forms, for my repository's collections, objects, and object components.
0	Specifies the instant in time when consent was withdrawn
0	As a user researcher, I want to test the user research plan, so that I make sure the in-person interviews are effective and capturing the right information.
0	As an Agency user, I want to be able to include a large number of flexfields without performance impact.
0	As a faculty member, I want to associate files with my scholarly works such that someone accessing the latter also receives access to the former, so that I can deliver the fullest picture of my research.
1	Information about an individual's health.
0	As an API User, I want to be able to get a relative percentage of a measure to the total of the dataset it comes from, So that I can build alternative displays of the data.
1	As a Research Information manager, I want to segment the view and download statistics by country and sector so that impact of datasets outside academia can be demonstrated.
1	As a researcher, I want to have the system to provide standard metadata, that all researchers in the centre (and beyond) can use, so that we can better understand each others' data.
0	As a user, I want to filter the files I get from search results based on their  type.
1	As a Zooniverse admin, I want to know when I should educate a volunteer.
0	As an OpenSpending Community Member, I want to have an app where I can find examples of use of fiscal data visualisations, So that I can find guidance in creating my own with Open Spending.
1	Information about disciplinary actions associated with an individual
0	As a publisher, I want to embed a preview button on my site, so that users can preview the data and be encouraged that this is the correct data for them.
0	A 'child' is a natural legal person who is below a certain legal age depending on the legal jurisdiction.
0	As an OlderPerson, I want to use ALFRED to pay for small amounts.
1	Information about an individual’s purchasing, spending or income
0	As a research evaluation manager, I want to ensure all data are quoted correctly with our affiliation, so that they are counted towards our citation counts.
0	As a Developer, I want an Elasticsearch integration, so that I can integrate data-packaged data with pipelines that use Elasticsearch.
0	As a site visitor, I want to do a full-text search of article body, title, and author name, so that I can find what I want.
0	As a Broker user, I want the D1 file generation to be synced with the FPDS data load, so that I don't have to regenerate a file if no data has been updated.
0	As a Data Consuming User, I want to see textual descriptions that accompany embedded visualisations, So that I can more easily understand what I am viewing.
0	As a site editor, I want to edit the content of the email automatically sent to new Certified Scrum Masters and Product Owners, so that I don't need to involve a programmer on simple email edits.
1	As a researcher, I want to have the ability to select a partially pre-populated template that already contains commonly entered meta data while adding new data to the system, so that I do not waste time repeatedly inserting the same meta data over and over again for each individual file or log book entry.
1	process by which personal data is irreversibly altered in such a way that a data subject can no longer be identified directly or indirectly, either by the data controller alone or in collaboration with any other party
0	As a data manager, I want to have references to documentation of the data and its creation process, so that the data can be re-used and managed.
0	to keep data for future use
1	As a user, I want to find out what properties are supported by the dataset type what values are allowed and what the defaults are when creating a dataset instance.
0	As a batch submitter, I want to provide my data and metadata in a simple, documented format to the repository staff for ingest.
0	Defines how secure deletion is guaranteed
1	Create and provide personalised recommendations to the individual
0	As an academicresearcher, I want to the thesis paper of an influential judge or legal thinker to gain insight into how their initial scholarship got started.
0	As a Zooniverse admin, I want to automatically detect Plankton Portal images with no classifiable plankton in them.
0	As an archivist, I want to make information about rights available to researchers and donors, so that they know what they can do with images.
0	As a repository manager, I want to know any changes occurring to titles for repository's collections, objects, and object components.
1	As a dataset developer, I want to have an archetype that helps me package my dataset type properly.
0	As a Data Consuming User, I want to be able to search any dataset published and publicly accessible by their title and metadata, So that I can find the datasets I'm interested in.
0	As an NSF employee, I want to join Github, so that I can participate in the issues as assigned.
1	As a user, I want to know about other versions of the object or its metadata that might be of use to me.
0	As a collection curator, I want to have items be made available under the permissions they were configured once the embargo date has been reached.
0	As an OlderPerson, I want to use ALFRED to control the TV and radio.
0	As an NSF employee, I want to understand work performed, so that I can understand when and what I can use later.
1	As an Applicant, I want to Satisfy Hearing Requirements, so that I can ensure all pre-hearing requirements are satisfied in time for the hearing.
1	As a user, I want to navigate forwards and backwards between log books and log book pages without having to use my browser's back button.
0	As a systems administrator, I want  to install Neurohub dependencies into an Ubuntu 10.04 LTS machine using the normal Ubuntu package management tools.
0	a generic ObjectProperty to describe how the measure is implemented.  For the values of this property we either allow a blank node with a single rdfs:comment to describe the measure, or a URI to a standard or best practice followed, i.e. a well-known identifier for that standard or a URL where the respective document describes the standard.
1	As a Bath Data Archive administrator, I want to require a minimum set of metadata, so that consistent quality of metadata is maintained.
1	As a participant, I want to have a small thumbnail photo displayed near where my cards are played, so that the game is more personal because I see who I'm estimating with.
1	Information about an individual’s preferences or interests
0	to move data from one place to another
1	As an admin, I want to prefilter the content using search on high­level asset information such as metadata and tags either recognized by the system of provided by the user.
1	As a researcher, I want to have physiology images to be annotated with standard meta data, so that my data can later be searched for and understood.
1	As a researcher, I want to have the ability to insert Greek symbols into my logbook entries.
0	As a library staff member, I want to apply or remove an access embargo to an item when asked to do this by an item author.
1	Information that describes an individual’s origins and lineage
0	Specifies the justification for entity providing consent
0	As an archivist, I want to automatically embed metadata in file headers, so that I avoid repetitive and easily-forgotten tasks.
1	As a Zooniverse admin, I want to recommend different projects to volunteers based on their previous experiences.
1	As a Publisher, I want to configure my client, so that I can start publishing data packages.
0	As a Staff member, I want to Develop a Staff Report, so that I can publish and distribute the report according to business rules.
0	As a developer, I want to easily create and to maintain my apps within the market place.
0	As a patron, I want to view multiple versions of a report/dataset to get both timely and historical information.
0	Optimisation of activities and services for the consumer or user
0	to use data
1	Information about an individual’s country e.g. residence, travel.
0	As an Admin, I want to set key configuration parameters for my site deployment, so that that I can change key information like the site title.
0	As a depositor, I want to see what kinds of things the repository accepts and what formats are accepted and recommended.
0	As a developer, I want to access an API from the website, so that I can integrate it and implement certain features in my own iOS application.
0	to modify the data, often rewritten into a new form for a new use
0	As a site editor, I want to create the content of the What Is Scrum section, so that it's there for visitors.
0	As a system administrator, I want to run a script that tests to see if a Neurohub installation is functioning correctly.
0	Source of data
1	Create and provide personalised recommendations for events to the individual
0	As a DAMS manager, I want to track all events scheduled for recording in the DAMS.
1	As a library staff member, I want to access useful and comprehensive usage statistics and analytics, including altmetrics, at the repository, collection, author, and item level, so that I can assess the results of this service.
0	As a user, I want backend changes for managing enum lists.
1	to replace personal identifiable information by artificial identifiers
0	As a Developer, I want Feather integration, so that I can integrate data-packaged data with pipelines that use Feather.
1	As a Data Publishing User, I want to be able to delete a dataset I have published, So that I can remove unwanted data from OpenSpending.
0	As a developer, I want to use a configuration that is not prepackaged within a built version of application.
0	As a user, I want to choose a flexible pick up time, so that I can more conveniently use the website.
0	As a data manager, I want to know which formats are used, so that I know what technology or background information might be necessary to use the data.
1	Information relating to an individual's credit score.
1	As a user, I want to know if an object or object component is under copyright and, where possible, who the rights holder is.
0	As a collection curator, I want to move items from one collection to another.
1	As a MedicalCaregiver, I want to have feedback on the activity level of the user.
0	As a researcher, I want to have the ability to search for images of cells using standard meta data.
0	to organize data for arranging or classifying
0	As a user, I want to draw tables using HTML tags as part of the content of a log book page.
0	As a researcher, I want to associate meta data to the group as a whole at some point in time after the bulk upload has completed, so that I have a period of time to reflect on suitable values for the meta data.
1	As a user, I want to ensure that dataset creation fails if the dataset cannot be enabled for explore.
1	Information about what a person knows or believes
0	As a faculty data steward, I want to see the sections on roles, so that I can ensure sufficient expertise on data management to support the project.
1	As a user, I want to add donation centers as favorites on my profile, so that I can view them later.
1	As an Application Administrator, I want to be able to reset a User's password for them.
0	As a County Staff Member, I want to create a custom query/report outside of the common querying/reporting functionality, so that I can fulfill a request.
0	Non-disclosure Agreements e.g. preserving confidentiality of information
0	As a Repository Manager , I want to create, update and delete archival descriptions in my repository.
1	Information about an individual’s public life
0	As a UI designer, I want to redesign the Resources page, so that it matches the new Broker design styles.
1	As a moderator, I want to estimate a story we estimated earlier in the session again, so that we can give a new estimate if we feel different about the story after estimating other related stories.
1	Information about an individual's credit card number
0	As a UI designer, I want to move on to round 3 of the Help page edits, so that I can get approvals from leadership.
0	As a team member, I want to know what visual design related tasks we might need to plan for this sprint, so that I can assign tasks as necessary.
0	As an OlderPerson, I want to receive support to have a taxi on time.
1	As a FABS user, I want to see correct status labels on the Submission Dashboard, so that I can quickly see my submission history.
0	As an Archivist, I want to see Dates and Extents displayed in both the read and edit views for Accessions and/or Resources before the list of Subjects.
0	As a repository manager, I want to link, when appropriate, a component to another component or to a file.
1	As a user, I want to remove a single property of a dataset instance without knowing all other properties.
1	As a FABS user, I want to have read-only access to DABS, so that I can view DABS pages without wanting two sets of permissions.
1	As a collection owner, I want to have submitters to my collection to be unable to modify existing items in that collection.
0	As an app developer, I want to write unit tests for an app that depends on the interface of a dataset type.
0	As a administrator, I want to create blog posts, so that I can share the latest information about BADCamp with the public.
0	As a Zooniverse admin, I want to perform automatic animal species preclassification in Snapshot Serengeti.
0	As a user, I want to specify the schema of a dataset in a uniform way across all dataset types.
0	Processes related to providing assistance for customer satisfaction
0	As a site visitor, I want to click the link from the article teaser to take me directly to the body of the article. not to another teaser setup, so that I can easily finish the article.
0	As a Staff member, I want to create each condo unit, so that I can associate it to the child parcel and address after the condominiums are recorded in the system.
1	As a donor representative, I want to look at images that have been scanned from my collection, so that so that I can use them in my institutions exhibits, reports etc.
1	As a PI, I want to plan what kind of data I want to record/store, so that I can ensure it will possible to store it.
0	As a anonymoususer, I want to have a link on the home page to a list of training options, so that I can take training.
1	As a trainer, I want to see the upcoming courses are what I want visitors to notice, so that they register and there's a benefit to my membership.
0	As a Zooniverse admin, I want to perform automatic animal attribute preclassification in Snapshot Serengeti.
1	Information related to an individual's retina used for biometric purposes.
0	As a site member, I want to download the latest training material and methodology PDFs, so that I have them.
0	As a Broker user, I want to have PPoPZIP+4 work the same as the Legal Entity ZIP validations.
1	As a Publisher, I want to import my data package into the registry, so that my data has a permanent online home to access.
1	As a repository manager, I want to track who is financially responsible for each item in the repository, who should probably be a person contact including name, phone, email, maybe title and address.
0	Specifies the condition or event that determines the expiry of consent
1	As a researcher,  I want to have the ability to attach detailed meta data to the data and entries that I create.
0	As an API User, I want to be able to normalise measures by GINI and related socioeconomic indexes, So that I work with datasets in reference to their contextual constraints.
1	As a user, I want to be able to get the hours of each recycling facility, so that I can arrange drop-offs on my off days or during after-work hours.
0	As a trainee, I want to must accept the cancellation terms with a checkbox, so that they can be accountable..
0	As a Plan Review Staff Supervisor, I want to Manage Plan Reviewer Workload, so that I can monitor and effectively adjust workload as necessary and ensure service levels are met
0	As a data manager, I want to know the time plan for collecting data, so that I can plan the data management.
1	Information about an individual's physical address.
1	As a moderator, I want to get a password reminder by email, so that I can get back to using the application when I've forgotten my password.
1	Information about communication metadata in the public sphere
0	As a user, I want to be sure that existing metadata corresponding to the file is not lost when moving a file to a new location.
0	As a Developer, I want to prevent users from double publishing FABS submissions after refreshing, so that there are no duplicates.
0	As a Developer, I want a jQuery plugin for Core Data Packages, so that I can use it to apply to form control that uses a core dataset for autocompletion.
1	As a CSM, I want to have my name listed in the registry without becoming a member of the site, so that employers or others can verify my certification.
0	As a user, I want to have a visual way of viewing particular files uploaded over a time period.
1	As a site member, I want to send an email to any member via a form, so that we can connect.
0	As a team member, I want to understand what the MVP should look like, so that I can begin understanding workflow needs as they pertain to any CMS decision.
1	As a anonymoususer, I want to See a list of attendees associated with this company, so that I know who from this sponsor organization is attending.
0	As a attendee, I want to have a very clear map where the buildings and rooms are, so that I can make it to class on time.
1	This property associates a data subject with an instance of legal data handling or consent
0	As a collection curator I want to change permissions on one or more items simultaneously.
1	As a moderator, I want to see all items we try to estimate this session, so that I can answer questions about the current story such as "does this include ___".
0	As a data manager, I want to have the description of collected data sets that are used or updated throughout the project lifecycle, so that I can ensure the descriptions are current and add detail as the study proceeds.
0	As a student, I want to learn who at Cornell has or is engaged in research related to a particular topic, so that I can decide if I would like to pursue studies/research at Cornell.
0	As a Publisher, I would like an integration with Excel, so that I can output cleaned Data Packages.
0	As a Staff member, I want to Send or Post Citations and Fines, so that I can successfully send the Notice Of Violation document to the property owner and log information about the action.
1	As a moderator, I want to add an item to the list of items to be estimated, so that so that we can be flexible and accommodate situations where we think of a new story while playing.
0	As an agency user, I want to use the schema v1.1 headers in my FABS file.
0	Indicates whether the processing comprises of matching or combining existing data
0	As a site editor, I want to be able to designate whether or not an ever makes the home page, so that the best content is featured most prominently.
0	As a Developer , I want to determine how agencies will generate and validate D Files from FABS and FPDS data.
1	As a participant, I want to always have the cards in the same order across multiple draws, so that it's easy to compare estimates.
0	As a site visitor, I want to read a new article on the front page about once a week, so that I am up on all the latest happenings.
0	As a tester, I want to ensure that FABS is deriving fields properly through a robust test file plus a follow up check.
0	As a user, I want to find out what properties of a dataset can be updated.
1	As an archivist, I want to know if a photo has already been scanned, so that I can license it to a researcher.
0	As a Zooniverse admin, I want to automatically detect Snapshot Serengeti images with no classifiable animals in them.
1	As a authenticateduser, I want to update my user profile, so that I can connect with other Drupalists at BADCamp.
1	to create a profile that describes or represents a person
1	As an administrator, I want to limit who can see certain metadata fields, so that I can show or hide things from display based on user groups.
1	As an OlderPerson, I want to insert my meetings into ALFRED using speech.
0	As a repoadmin, I want to provide a Linked Data interface to the repository.
0	As a Developer, I want to get a Data Package into C++ in seconds, so that I can start using the data in doing analysis and visualizations.
1	As a collection curator, I want to restrict access to my collection or items to Duke IP addresses.
0	self.DataSubject, self.DataController, society ? ( --- under consideration ---)
0	As an archivist, I want to mark individual files as restricted, so that they don't get shared by mistake.
1	Information about an individual's interests
0	As a team member, I want to understand how work moves between UX/content > visual design > front end dev for a sprint cycle.
0	As a anonymoususer, I want to learn about posting jobs as a sponsor and contact the sponsorship person, so that I have the opportunty to post my job listing on the BADCamp site.
1	As an Inspector, I want to Conduct Inspections, so that I can validate Customer compliance with code and regulations and provide results of the inspection to the Customer.
0	To improve customer-relationship management (CRM) processes
0	As an API user, I want to be able to change some of the styling of the embedded Viewer in my own platform, So that I can brand it to my own organisation's color scheme.
0	As a designer, I want to have a new social media wireframe, so that I can begin implementing design.
1	Information related to an individual's ethnic origin.
0	As an NSF employee, I want to know how visual design directions were developed, so that I can make better design decisions in the future.
0	As an Archivist, I want to import Resources from MARCXML records.
0	As an OlderPerson, I want to have an ALFRED device that can be easily adapted for user that have visual troubles.
0	As a user, I want to access the raw agency published files from FABS via USAspending.
1	As a SocialCaregiver, I want to have a step counter included into ALFRED.
0	As a user, I want backend changes to support loading enum value lists from the database.
0	As an OlderPerson, I want to be able to pay for small amounts.
1	As a depositor, I want to specify a disposal policy for my data, so that I do not accidentally breach laws or collaboration agreements.
1	As a moderator, I want to see dates and times in my local timezone, so that I don't have to do timezone conversion myself.
0	As a Zooniverse admin, I want to perform automatic preclassification of plankton species in Plankton Portal images.
0	As a site admin, I want to be emailed whenever a job is submitted, so that I am aware of it and can decide if I want to post it.
0	As a DigitalRecords Archivist, I want to edit the length of embargoes.
0	As an OlderPerson, I want to have ALFRED to set limits in the games duration as I get bored easily.
1	AS an externalcoordinator, I want to access data from Bath collaborators off campus, so that I can collaborate effectively.
0	As a administrator, I want to create and maintain venues, so that I can provide location details to help users find what they're looking for.
0	As a MedicalCaregiver, I want to use video calls in case of emergency.
1	Information about an individual's physical weight
1	Information about an individual’s criminal activity e.g. criminal convictions or jail time
0	As a researcher, I want to download a file, so that I can use it for research without having to come to the reading room.
0	As a DAMS manager, I want to know if an object or object component is subject to a library policy that restricts access in any way.
1	As an admin, I want to view user error logs, so that I can fix or review any issues that are being faced by users of the system.
0	As a library staff member, I want to upload an item to the repository that will only become visible after a specific embargo period has expired, so that I can comply with author or publisher requirements.
1	As a researcher, I want to order copies of photos, so that I can use them in a publication.
0	As an OlderPerson, I want to have ALFRED on all my computers, tablets and phone.
1	As an OlderPerson, I want to have an ALFRED device that only reacts to me.
1	As an Archivist, I want to create and edit a Resource record.
0	As a user, I want to be able to see and navigate the component hierarchy of an object.
1	As an OlderPerson, I want to use ALFRED to get a personalized invitation to a social event, so that it motivates more to go.
0	As a superuser, I want to update the recycling center information, so that I can provide the latest information about the recycling center.
1	As a data reuser, I want to examine and identify deposited files, so that I can make a preliminary assessment of usefulness without downloading the whole dataset.
1	As a moderator, I want to invite up to 15 estimators, so that we can play with large but not immense teams.
0	As a repository manager, I want to know of all modifications made to notes for my repository's collections, objects, or object components.
0	As a site visitor, I want to have an advanced search option that lets me fill in a form of search criteria, so that I can quickly find what I am looking for.
1	Information about an individual’s friends or connections expressed as a social network
1	As a depositor, I want to deposit and maintain datasets through Pure, so that I have a single onestop shop for managing my research outputs.
1	As a user researcher, I want to begin identifying interview participants, so that I can understand what educators and science influencers need from a future nsf.gov website.
0	As a Plan Review Staff member, I want to Review Plans, so that I can review them for compliance and either approve, or fail or deny the plans and record any conditions, clearances, or corrections needed from the Applicant.
0	As a Publisher, I want to publish a dataset, so that I can share the dataset publicly with everyone.
0	As a content designer, I want to develop a better understanding of NSF's content types and editorial plan, so that I can make more informed recommendations going forward.
1	As a moderator, I want to delete an item from the list of items to be estimated, so that we can remove it and not estimate it.
0	As a collection curator, I want to have the item to be allowed under the access permissions set on the object after the embargo data is reached.
1	As an OlderPerson, I want to have an ALFRED device that provides me with information about existing apps that corresponds to my interests.
1	As a user, I want to be able to create an acocunt, so that I can create my own profile.
1	As a user, I want to have the application respond quickly to my actions, so that I don't get bored.
0	As an archivist, I want to add detailed restrictions to groups of files, so that I know if and how they can be shared.
1	As a user, I want to search and discover music using content identification or fingerprinting.
0	As a user, I want to be able to receive tempting rewards, so that I have a reason to use the website.
1	As an OlderPerson, I want to be able to call someone with ALFRED.
1	As an Agency user, I want to accurately see who created a submission, so that I'm not confused about who last updated a submission.
0	As a data user, I want to see the office names derived from office codes, so that I can have appropriate context for understanding them.
0	As a research head, I want to access to the persistent identifiers of datasets provided in the DMP, so that I can check that the DMP has been implemented.
0	As a MedicalCaregiver, I want to have ALFRED to propose training that promotes complex thinking.
0	As a repository manager, I want to elect to either replicate remotely or not and possibly to replicate beyond the primary remote site.
0	A set of rules or guidelines outlining criterias for design
0	As a researcher, I want to stay up to date on research related to a given topic at Cornell, including those in other departments/schools, so that my own research remains relevant and innovative.
1	As an asset manager, I want to be assured that there is a formal plan for the disposition of assets if the IR should cease.
0	As a site editor, I want to update any course or event, so that I can fix things the original author hasn't.
0	As a tester, I want to have access to test features in environments other than Staging, so that I can test any nonProd feature in any environment.
1	As a user researcher, I want to make sure the correct NSF people are invited to user interviews, so that they can observe the interviews and make recommendations accordingly.
0	To improve existing products and services
0	As a site member, I want to scroll through a listing of jobs, so that I can see if there any I am interested in.
0	As a researcher I want clear citation information on each document, so that I can cite accurately in a publication.
0	As a team member, I want to meet with DIS / cloud.gov, so that I can determine the requirements for the beta.nsf.gov ATO.
0	As an IT staff member, I want to know how the data is used, so that I can determine what kind of basic services and functionalities are required.
1	As an OlderPerson, I want to use ALFRED to send messages.
1	Information related to an individual's physical health.
1	As a depositor, I want to allow my collaborators privileged access to datasets, so that we continue to have a productive relationship.
0	As an Archivist, I want to export a description as EAD.
0	As a Bath Data Archive administrator, I want to encourage and promote the use of open standards for deposit, so that data is as reusable as possible.
0	As a Staff member, I want to Manage Approved Proffers, so that I can ensure compliance with and satisfaction of the proffer in the future.
1	As a MedicalCaregiver, I want to have ALFRED to be able to determine the user's breathing frequency.
1	As a user, I want to link my email account to my profile, so that I can get a temporary password in case I forget my own one.
0	As an OlderPerson, I want to have training for specific muscle Groups.
0	As a trainingcoordinator, I want to tie in a cancellation deadline to whatever registration / cancellation workflow exists, so that so we don't loose money or spots.
1	As a collection curator, I want to be able require authentication to access objects unless the request is coming from a whitelisted IP address, list of addresses.
0	As the DAMS manager, I want to be able to list for browsing all formal collections represented in the DAMS along with the appropriate relationships.
1	As a user, I want to search and discover music by exploiting enriched metadata and image tags, so that I find related artists, new genre, or other relevant listening path.
0	As a developer, I want to have written a site which is compliant with XHTML and CSS standards, so that as many people as possible can access the site and view it as intended.
1	As an admin, I want to annotate news video segments and extract a topic for each segment.
1	As an agency user, I want the FABS validation rules to accept zero and blank for loan records.
1	As a Mike, I want to be able to see some metrics on use of the game, so that I can see how much it is being used.
0	As the site editor, I want to add an article to the site, so that the site has plenty of content.
1	As a depositor, I want to track citations of my data, so that I can demonstrate the impact of my work
0	As a MedicalCaregiver, I want to have a regular summary on how much exercise is performed by the user.
1	Information about an individual's drug test results.
0	As a Developer, I want D Files generation requests to be managed and cached, so that duplicate requests do not cause performance issues.
0	As a Zooniverse admin, I want to perform automatic image series detection for the case of timestamping malfunction in Snapshot Serengeti images.
0	As a user, I want to update the properties of a dataset instance and I expect this to fail if the new properties are not compatible with a meaningful error message.
0	As a collection curator, I want to have my collection be encrypted with a key maintained on that server, a checksum made and stored of the encrypted file, and the encrypted file replicated to our remote storage site.
1	As a Zooniverse admin, I want to assess how interesting or appealing or complex a picture is based on automated analysis, citizen annotations, and comments on Talk.
1	As a data reuser, I want to get a persistent URL for a dataset, so that I can get back to the data in future.
0	As a researcher, I want to search using structured data, so that I can find everything relevant to my inquiry across collections.
0	As an advertiser, I want to be emailed a reminder seven day before an ad is about to expire, so that I can go extend the ad.
0	As an administrator, I want to disseminate the aforementioned works in a digital space that is strongly branded, so that I can make sure my school is credited for the work.
0	As a user, I want to have the ability to move multiple files around and rearrange them using the Neurohub file browser while processing data.
0	As an admin, I want to see a summary of articles, so that I reuse them.
0	As a Broker user, I want to have updated error codes that accurately reflect the logic and provide enough information, so that I can fix my submission.
0	As a Machine Learning expert, I would like to package ML datasets as data packages, so that I can easily import them into my ML platform, so that I can start using the data in doing analysis.
0	As a developer, I want to be notified as soon as possible when the state of any of my Apps changes.
1	As an app developer, I want to ensure that when I deploy a new version of an app that includes a shared dataset type that all dataset instances created by this app start using the new code but all dataset instances created by other apps remain unchanged.
1	Information about an individual's skin tone
1	As a Research Information manager, I want to have datasets linked to metadata about projects, so that I can report on projects depositing datasets in relation to funder requirements.
0	To conduct or enforce access control
0	As a Publisher, I want to be able to preview the views of the current data package using cli prior to publishing, so that that I can refine the json declarations of datapackage view section to achieve a great looking result.
0	Guidelines or Principles regarding processing and operational measures
1	As a developer, I want to deposit and maintain datasets via an API such as SWORD2, so that my service can interact with the archive.
0	As a Researcher, I want to get a Data Package into Excel in seconds, so that I can start using the data for doing analysis and visualizations.
1	As a depositor, I want to allow others to deposit on my behalf, so that I can delegate research data management tasks appropriately.
1	To verify and authorise identity
0	As a faculty data steward, I want to see the sections on responsibilities, so that I can ensure sufficient expertise on data management to support the project.
0	As a release engineer, I want to call a script to execute acceptance tests against a Neurohub installation and report back the results.
1	A visual representation or image of an individual e.g. profile photo.
0	As an asset manager, I want to be assured that the digital copy I deposit is stored redundantly, so that when one copy suffers destruction or unwanted changes, I still have other good copies to restore from.
0	As an externaluser, I want to easily find and access research and educational materials from Cornell faculty related to a particular topic, which I can use to develop stronger research/evidence based programming, grant proposals, community policy, or business practices.
0	As a Consumer, I want to get a sense of the age of the datapackage that I have downloaded before, so that that I can decide if I should update or not.
1	As a researcher, I want to have remote access to my data for off-site working , so that I can still work effectively while away from the lab.
0	As a Data Consuming User, I want to be able to download a CSV of the data that is used in any visualisation I am viewing, So that I can use the data in other tools.
1	As an Agency user, I want all historical Financial Assistance data loaded for FABS go-live.
0	This property associates a data controller with an instance of legal data handling or consent
1	As a Customer, I want to Create a Customer Portal User Account, so that I can log on to the Customer Portal and perform transactions that first require user authentication.
1	As a DB/IR administrator, I want to see a list of all administrators for ease of administering accounts.
1	As a user, I want to identify persons in videos, and receive related information about them.
0	The Data Privacy Vocabulary provides terms (classes and properties) to annotate and categorize instances of legally compliant personal data handling. These terms are intended to annotate Legal Personal Data Handling in a machine-readable fashion, by specifying which personal data categories are undergoing a specific kind of processing, by a specific data controller and/or shared with some recipient for a particular purpose , based on a specific legal ground (e.g. consent or legitimate interest), with specific technical and organisational measures and restrictions (e.g. storage location and storage duration) in place.
1	As an agency user, I want to leave off the last 4 digits of the ZIP without an error, so that I can complete my submissions.
0	As an Extension Administrator, I want to make resources that were developed for specific projects and geographic areas available to other faculty and educators across NYS.
1	Information about an individual's financial account identifier.
1	As a Research Information manager, I want to include records for externally held data complete, so that the university's record of data holdings is complete.
1	As a participant, I want to be able to change my estimate up until the last person selects a card and all are shown, so that I can change my mind based on information I hear.
0	As a DAMS manager, I want to know when application of a library policy to an object or object component is scheduled to expire.
1	As a library staff member, I want to create custom metadata fields for certain collections, and allow searching of those fields, so that I can best reflect and deliver diverse content.
0	As a Developer, I want an SPSS integration, so that I can integrate data-packaged data with pipelines that use SPSS.
1	Information related to an individual's bank account.
1	As an archivist, I want to ensure that emails sent about specific objects contain accurate citation information, so that I can confirm which object is being referred to.
1	As a moderator, I want to create a new game by entering a name and an optional description, so that I can start inviting estimators.
0	As a user, I want to list all the collections and objects in the DAMS that belong to a library unit.
1	As an OlderPerson, I want to decide who has access to my vital data.
1	As a MedicalCaregiver, I want to have ALFRED to be able to determine the user's body temperature.
0	As a authenticateduser, I want to Be offered several choices of idividual sponsorship on the second page of registration, so that I can be awesome and financially support the camp.
1	As a data reuser, I want to see different versions of a dataset at a glance, so that I can be sure I'm using the right version of the dataset.
0	As an archivemanager, I want to make sure that detailed metadata are associated to data so that it will be understandable by future users.
0	As a repository manager, I want to know if the checksum for any of my repository's content files that have changed.
1	As an OlderPerson, I want to have video conversation with others.
0	As a Consumer, I want to search among all data packages owned by a publisher, so that that I can easily find one data package amongst all the data packages by this publisher.
0	As a anonymoususer, I want to see the final list of sessions approved, so that I can see what's going on at BADCamp .
